0,0,0,180,
1,-66.3216,0.900049,180,
2,-66.4217,18.201,90,
3,-71.9235,25.0013,135,
4,-71.5234,44.3023,90,
5,-86.7284,44.0023,180,
6,-86.8284,36.5019,270,
7,-78.0255,36.0019,0,
8,-78.1255,18.0009,270,
9,-82.627,9.00047,225,
10,-91.1298,8.50045,180,
11,-105.234,8.30043,180,
12,-105.635,31.6016,90,
13,-88.3288,42.7022,45,
14,-71.5234,45.3023,0,
15,-37.1121,45.6024,0,
16,2.30083,45.5024,0,
17,2.40084,42.9022,270,
18,22.3073,43.0022,0,
19,22.1073,0.500031,270
